movie_id,title,genres
629,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
630,Switchblade Sisters (1975),Crime
631,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi
632,Multiplicity (1996),Comedy
633,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
634,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary
635,"Craft, The (1996)",Drama|Horror
636,"Great White Hype, The (1996)",Comedy
637,Last Dance (1996),Drama
638,Cold Comfort Farm (1995),Comedy
639,Heaven's Prisoners (1996),Mystery|Thriller
640,Original Gangstas (1996),Crime
641,"Rock, The (1996)",Action|Adventure|Thriller
642,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror
643,Twister (1996),Action|Adventure|Romance|Thriller
644,Barb Wire (1996),Action|Sci-Fi
645,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
646,Thinner (1996),Horror|Thriller
647,Spy Hard (1996),Comedy
648,"Close Shave, A (1995)",Animation|Comedy|Thriller
649,Force of Evil (1948),Film-Noir
650,"Stupids, The (1996)",Comedy
651,"Arrival, The (1996)",Action|Sci-Fi|Thriller
652,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
653,Careful (1992),Comedy
654,"Month by the Lake, A (1995)",Comedy|Drama
655,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's
656,Kim (1950),Children's|Drama
657,Maya Lin: A Strong Clear Vision (1994),Documentary
658,Stalingrad (1993),War
659,"Phantom, The (1996)",Adventure
660,Striptease (1996),Comedy|Crime
661,Heavy (1995),Drama|Romance
662,Jack (1996),Comedy|Drama
663,I Shot Andy Warhol (1996),Drama
664,"Grass Harp, The (1995)",Drama
665,Marlene Dietrich: Shadow and Light (1996),Documentary
666,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
667,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror
668,Trainspotting (1996),Drama
669,'Til There Was You (1997),Drama|Romance
670,Independence Day (ID4) (1996),Action|Sci-Fi|War
671,Stealing Beauty (1996),Drama
672,"Fan, The (1996)",Thriller
673,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical
674,"Cable Guy, The (1996)",Comedy
675,Kingpin (1996),Comedy
676,Eraser (1996),Action|Thriller
677,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
678,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
679,Daylight (1996),Action|Adventure|Thriller
680,"Frighteners, The (1996)",Comedy|Horror
681,Lone Star (1996),Drama|Mystery
682,Harriet the Spy (1996),Children's|Comedy
683,Phenomenon (1996),Drama|Romance
684,Walking and Talking (1996),Romance
685,She's the One (1996),Comedy|Romance
686,"Time to Kill, A (1996)",Drama
687,American Buffalo (1996),Drama
688,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance
689,Alaska (1996),Adventure|Children's
690,Fled (1996),Action|Adventure
691,Kazaam (1996),Children's|Comedy|Fantasy
692,"Bewegte Mann, Der (1994)",Comedy
693,Larger Than Life (1996),Comedy
694,Power 98 (1995),Action|Mystery|Thriller
695,"Very Brady Sequel, A (1996)",Comedy
696,Kaspar Hauser (1993),Drama
697,"Adventures of Pinocchio, The (1996)",Adventure|Children's
698,Joe's Apartment (1996),Comedy|Musical
699,"First Wives Club, The (1996)",Comedy
700,Stonewall (1995),Drama
701,Ransom (1996),Drama|Thriller
702,High School High (1996),Comedy
703,Foxfire (1996),Drama
704,Chain Reaction (1996),Action|Adventure|Thriller
705,Matilda (1996),Children's|Comedy
706,Emma (1996),Comedy|Drama|Romance
707,"Crow: City of Angels, The (1996)",Action|Thriller
708,House Arrest (1996),Comedy
709,Eyes Without a Face (1959),Horror
710,Tales from the Crypt Presents: Bordello of Blood (1996),Horror
711,"Story of Xinghua, The (1993)",Drama
712,Flirt (1995),Drama
713,"Big Squeeze, The (1996)",Comedy|Drama
714,"Spitfire Grill, The (1996)",Drama
715,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
716,Cyclo (1995),Crime|Drama
717,Basquiat (1996),Drama
718,Tin Cup (1996),Comedy|Romance
719,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama
720,"Godfather, The (1972)",Action|Crime|Drama
721,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
722,Supercop (1992),Action|Thriller
723,Manny & Lo (1996),Drama
724,Celestial Clockwork (1994),Comedy
725,"Wife, The (1995)",Comedy|Drama
726,Bound (1996),Crime|Drama|Romance|Thriller
727,Carpool (1996),Comedy|Crime
728,Kansas City (1996),Crime
729,Gone Fishin' (1997),Comedy
730,Killer: A Journal of Murder (1995),Crime|Drama
731,Nothing to Lose (1994),Drama
732,Police Story 4: Project S (Chao ji ji hua) (1993),Action
733,Girls Town (1996),Drama
734,"Relic, The (1997)",Horror
735,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
736,First Kid (1996),Children's|Comedy
737,"Trigger Effect, The (1996)",Drama|Thriller
738,Bogus (1996),Children's|Drama|Fantasy
739,Bulletproof (1996),Action
740,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's
741,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
742,Twelfth Night (1996),Comedy|Drama|Romance
743,Mother Night (1996),Drama
744,Wild Reeds (1994),Drama
745,For Whom the Bell Tolls (1943),Adventure|War
746,"Philadelphia Story, The (1940)",Comedy|Romance
747,Singin' in the Rain (1952),Musical|Romance
748,"American in Paris, An (1951)",Musical|Romance
749,Funny Face (1957),Comedy|Musical
750,Breakfast at Tiffany's (1961),Drama|Romance
751,Vertigo (1958),Mystery|Thriller
752,Rear Window (1954),Mystery|Thriller
753,It Happened One Night (1934),Comedy
754,Gaslight (1944),Mystery|Thriller
755,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
756,North by Northwest (1959),Drama|Thriller
757,"Apartment, The (1960)",Comedy|Drama
758,Some Like It Hot (1959),Comedy|Crime
759,Charade (1963),Comedy|Mystery|Romance|Thriller
760,Casablanca (1942),Drama|Romance|War
761,"Maltese Falcon, The (1941)",Film-Noir|Mystery
762,My Fair Lady (1964),Musical|Romance
763,Sabrina (1954),Comedy|Romance
764,Roman Holiday (1953),Comedy|Romance
765,"Little Princess, The (1939)",Children's|Drama
766,Meet Me in St. Louis (1944),Musical
767,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
768,Gone with the Wind (1939),Drama|Romance|War
769,My Favorite Year (1982),Comedy
770,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
771,Citizen Kane (1941),Drama
772,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
773,Golden Earrings (1947),Adventure|Romance
774,All About Eve (1950),Drama
775,"Women, The (1939)",Comedy
776,Rebecca (1940),Romance|Thriller
777,Foreign Correspondent (1940),Thriller
778,Notorious (1946),Film-Noir|Romance|Thriller
779,Spellbound (1945),Mystery|Romance|Thriller
780,"Affair to Remember, An (1957)",Romance
781,To Catch a Thief (1955),Comedy|Romance|Thriller
782,Father of the Bride (1950),Comedy
783,"Band Wagon, The (1953)",Comedy|Musical
784,Ninotchka (1939),Comedy|Romance
785,Love in the Afternoon (1957),Comedy|Romance
786,Gigi (1958),Musical
787,"Reluctant Debutante, The (1958)",Comedy|Drama
788,"Adventures of Robin Hood, The (1938)",Action|Adventure
789,"Mark of Zorro, The (1940)",Adventure
790,Laura (1944),Crime|Film-Noir|Mystery
791,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
792,Lost Horizon (1937),Drama
793,Top Hat (1935),Comedy|Musical|Romance
794,To Be or Not to Be (1942),Comedy|Drama|War
795,My Man Godfrey (1936),Comedy
796,Giant (1956),Drama
797,East of Eden (1955),Drama
798,"Thin Man, The (1934)",Mystery
799,His Girl Friday (1940),Comedy
800,Around the World in 80 Days (1956),Adventure|Comedy
801,It's a Wonderful Life (1946),Drama
802,Mr. Smith Goes to Washington (1939),Drama
803,Bringing Up Baby (1938),Comedy
804,Penny Serenade (1941),Drama|Romance
805,"Scarlet Letter, The (1926)",Drama
806,Lady of Burlesque (1943),Comedy|Mystery
807,Of Human Bondage (1934),Drama
808,Angel on My Shoulder (1946),Crime|Drama
809,Little Lord Fauntleroy (1936),Drama
810,They Made Me a Criminal (1939),Crime|Drama
811,"Inspector General, The (1949)",Musical
812,Angel and the Badman (1947),Western
813,"39 Steps, The (1935)",Thriller
814,"Walk in the Sun, A (1945)",Drama
815,"Outlaw, The (1943)",Western
816,Night of the Living Dead (1968),Horror|Sci-Fi
817,"African Queen, The (1951)",Action|Adventure|Romance|War
818,Beat the Devil (1954),Comedy|Drama
819,Cat on a Hot Tin Roof (1958),Drama
820,"Last Time I Saw Paris, The (1954)",Drama
821,Meet John Doe (1941),Drama
822,Algiers (1938),Drama|Romance
823,"Farewell to Arms, A (1932)",Romance|War
824,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
825,In the Line of Duty 2 (1987),Action
826,Picnic (1955),Drama
827,"Pompatus of Love, The (1996)",Comedy|Drama
828,Fly Away Home (1996),Adventure|Children's
829,Bliss (1997),Drama|Romance
830,Grace of My Heart (1996),Comedy|Drama
831,Maximum Risk (1996),Action|Adventure|Thriller
832,Michael Collins (1996),Drama|War
833,"Rich Man's Wife, The (1996)",Thriller
834,Infinity (1996),Drama
835,Big Night (1996),Drama
836,Last Man Standing (1996),Action|Drama|Western
837,Caught (1996),Drama|Thriller
838,Set It Off (1996),Action|Crime
839,2 Days in the Valley (1996),Crime
840,Curdled (1996),Crime
841,Ed's Next Move (1996),Comedy
842,Extreme Measures (1996),Drama|Thriller
843,"Glimmer Man, The (1996)",Action|Thriller
844,D3: The Mighty Ducks (1996),Children's|Comedy
845,"Chamber, The (1996)",Drama
846,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
847,"Davy Crockett, King of the Wild Frontier (1955)",Western
848,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
849,"Love Bug, The (1969)",Children's|Comedy
850,Herbie Rides Again (1974),Adventure|Children's|Comedy
851,Old Yeller (1957),Children's|Drama
852,"Parent Trap, The (1961)",Children's|Drama
853,Pollyanna (1960),Children's|Comedy|Drama
854,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
855,"Shaggy Dog, The (1959)",Children's|Comedy
856,Swiss Family Robinson (1960),Adventure|Children's
857,That Darn Cat! (1965),Children's|Comedy|Mystery
858,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
859,Cool Runnings (1993),Comedy
860,Angels in the Outfield (1994),Children's|Comedy
861,Cinderella (1950),Animation|Children's|Musical
862,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
863,"Three Caballeros, The (1945)",Animation|Children's|Musical
864,"Sword in the Stone, The (1963)",Animation|Children's
865,So Dear to My Heart (1949),Children's|Drama
866,Robin Hood: Prince of Thieves (1991),Drama
867,Mary Poppins (1964),Children's|Comedy|Musical
868,Dumbo (1941),Animation|Children's|Musical
869,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
870,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
871,Alice in Wonderland (1951),Animation|Children's|Musical
872,"Fox and the Hound, The (1981)",Animation|Children's
873,Freeway (1996),Crime
874,"Sound of Music, The (1965)",Musical
875,Die Hard (1988),Action|Thriller
876,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
877,Unhook the Stars (1996),Drama
878,"Secret Agent, The (1996)",Drama
879,Secrets & Lies (1996),Drama
880,That Thing You Do! (1996),Comedy
881,To Gillian on Her 37th Birthday (1996),Drama|Romance
882,Surviving Picasso (1996),Drama
883,Beautiful Thing (1996),Drama|Romance
884,"Long Kiss Goodnight, The (1996)",Action|Thriller
885,"Ghost and the Darkness, The (1996)",Action|Adventure
886,Looking for Richard (1996),Documentary|Drama
887,Trees Lounge (1996),Drama
888,Normal Life (1996),Crime|Drama
889,Get on the Bus (1996),Drama
890,Shadow Conspiracy (1997),Thriller
891,Jude (1996),Drama
892,Everyone Says I Love You (1996),Comedy|Musical|Romance
893,Bitter Sugar (Azucar Amargo) (1996),Drama
894,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
895,Swingers (1996),Comedy|Drama
896,Sleepers (1996),Crime|Drama
897,Johns (1996),Drama
898,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
899,Shall We Dance? (1937),Comedy|Musical|Romance
900,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
901,Crossfire (1947),Crime|Film-Noir
902,"Murder, My Sweet (1944)",Film-Noir|Thriller
903,For the Moment (1994),Romance|War
904,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
905,"Innocents, The (1961)",Thriller
906,Sleeper (1973),Comedy|Sci-Fi
907,Bananas (1971),Comedy|War
908,"Fish Called Wanda, A (1988)",Comedy
909,Monty Python's Life of Brian (1979),Comedy
910,Victor/Victoria (1982),Comedy|Musical
911,"Candidate, The (1972)",Drama
912,"Great Race, The (1965)",Comedy|Musical
913,Bonnie and Clyde (1967),Crime|Drama
914,"Old Man and the Sea, The (1958)",Adventure|Drama
915,Dial M for Murder (1954),Mystery|Thriller
916,Madame Butterfly (1995),Musical
917,Dirty Dancing (1987),Musical|Romance
918,Reservoir Dogs (1992),Crime|Thriller
919,Platoon (1986),Drama|War
920,Weekend at Bernie's (1989),Comedy
921,Basic Instinct (1992),Mystery|Thriller
922,"Doors, The (1991)",Drama|Musical
923,"Crying Game, The (1992)",Drama|Romance|War
924,Glengarry Glen Ross (1992),Drama
925,Sophie's Choice (1982),Drama
926,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
927,"Search for One-eye Jimmy, The (1996)",Comedy
928,"Christmas Carol, A (1938)",Drama
929,Days of Thunder (1990),Action|Romance
930,Top Gun (1986),Action|Romance
931,Rebel Without a Cause (1955),Drama
932,"Streetcar Named Desire, A (1951)",Drama
933,Children of the Corn IV: The Gathering (1996),Horror
934,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
935,Palookaville (1996),Action|Drama
936,"Associate, The (1996)",Comedy
937,"Funeral, The (1996)",Drama
938,"Single Girl, A (La Fille Seule) (1995)",Drama
939,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
940,Drunks (1997),Drama
941,"People vs. Larry Flynt, The (1996)",Drama
942,Glory Daze (1996),Drama
943,"Perfect Candidate, A (1996)",Documentary
944,On Golden Pond (1981),Drama
945,"Return of the Pink Panther, The (1974)",Comedy
946,Drop Dead Fred (1991),Comedy|Fantasy
947,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
948,"Fog, The (1980)",Horror
949,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
950,"Howling, The (1980)",Horror
951,Jean de Florette (1986),Drama
952,Manon of the Spring (Manon des sources) (1986),Drama
953,Private Benjamin (1980),Comedy
954,Monty Python and the Holy Grail (1974),Comedy
955,Dadetown (1995),Documentary
956,"Line King: Al Hirschfeld, The (1996)",Documentary
957,When We Were Kings (1996),Documentary
958,"Wrong Trousers, The (1993)",Animation|Comedy
959,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
960,Faust (1994),Animation|Comedy|Thriller
961,He Walked by Night (1948),Crime|Film-Noir|Thriller
962,Raw Deal (1948),Film-Noir
963,T-Men (1947),Film-Noir
964,Six of a Kind (1934),Comedy
965,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
966,"Ruling Class, The (1972)",Comedy
967,Mina Tannenbaum (1994),Drama
968,Two or Three Things I Know About Her (1966),Drama
969,Dear God (1996),Comedy
970,Bad Moon (1996),Horror
971,American Dream (1990),Documentary
972,Best of the Best 3: No Turning Back (1995),Action
973,Bob Roberts (1992),Comedy
974,Cinema Paradiso (1988),Comedy|Drama|Romance
975,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
976,Grosse Fatigue (1994),Comedy
977,Delicatessen (1991),Comedy|Sci-Fi
978,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
979,Enchanted April (1991),Drama
980,Paths of Glory (1957),Drama|War
981,"Grifters, The (1990)",Crime|Drama|Film-Noir
982,Hear My Song (1991),Comedy
983,"Shooter, The (1995)",Action
984,"English Patient, The (1996)",Drama|Romance|War
985,Mediterraneo (1991),Comedy|War
986,My Left Foot (1989),Drama
987,"Sex, Lies, and Videotape (1989)",Drama
988,Passion Fish (1992),Drama
989,Strictly Ballroom (1992),Comedy|Romance
990,"Thin Blue Line, The (1988)",Documentary
991,Tie Me Up! Tie Me Down! (1990),Drama
992,Madonna: Truth or Dare (1991),Documentary
993,Paris Is Burning (1990),Documentary
994,One Flew Over the Cuckoo's Nest (1975),Drama
995,Up in Smoke (1978),Comedy
996,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
997,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
998,Raiders of the Lost Ark (1981),Action|Adventure
999,Brazil (1985),Sci-Fi
1000,Aliens (1986),Action|Sci-Fi|Thriller|War
1001,"Good, The Bad and The Ugly, The (1966)",Action|Western
1002,Withnail and I (1987),Comedy
1003,12 Angry Men (1957),Drama
1004,Lawrence of Arabia (1962),Adventure|War
1005,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
1006,"Clockwork Orange, A (1971)",Sci-Fi
1007,To Kill a Mockingbird (1962),Drama
1008,Apocalypse Now (1979),Drama|War
1009,Once Upon a Time in the West (1969),Western
1010,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1011,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
1012,"Third Man, The (1949)",Mystery|Thriller
1013,GoodFellas (1990),Crime|Drama
1014,Alien (1979),Action|Horror|Sci-Fi|Thriller
1015,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
1016,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
1017,Ran (1985),Drama|War
1018,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
1019,Psycho (1960),Horror|Thriller
1020,"Blues Brothers, The (1980)",Action|Comedy|Musical
1021,"Godfather: Part II, The (1974)",Action|Crime|Drama
1022,Full Metal Jacket (1987),Action|Drama|War
1023,"Grand Day Out, A (1992)",Animation|Comedy
1024,Henry V (1989),Drama|War
1025,Amadeus (1984),Drama
1026,"Quiet Man, The (1952)",Comedy|Romance
1027,Once Upon a Time in America (1984),Crime|Drama|Thriller
1028,Raging Bull (1980),Drama
1029,Annie Hall (1977),Comedy|Romance
1030,"Right Stuff, The (1983)",Drama
1031,Stalker (1979),Mystery|Sci-Fi
1032,"Boat, The (Das Boot) (1981)",Action|Drama|War
1033,"Sting, The (1973)",Comedy|Crime
1034,Harold and Maude (1971),Comedy
1035,Trust (1990),Comedy|Drama
1036,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1037,Local Hero (1983),Comedy
1038,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1039,Braindead (1992),Comedy|Horror
1040,Glory (1989),Action|Drama|War
1041,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1042,Manhattan (1979),Comedy|Drama|Romance
1043,Miller's Crossing (1990),Drama
1044,Dead Poets Society (1989),Drama
1045,"Graduate, The (1967)",Drama|Romance
1046,Touch of Evil (1958),Crime|Film-Noir|Thriller
1047,Nikita (La Femme Nikita) (1990),Thriller
1048,"Bridge on the River Kwai, The (1957)",Drama|War
1049,8 1/2 (1963),Drama
1050,Chinatown (1974),Film-Noir|Mystery|Thriller
1051,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
1052,"Treasure of the Sierra Madre, The (1948)",Adventure
1053,Bad Taste (1987),Comedy|Horror
1054,Duck Soup (1933),Comedy|War
1055,Better Off Dead... (1985),Comedy
1056,"Shining, The (1980)",Horror
1057,Stand by Me (1986),Adventure|Comedy|Drama
1058,M (1931),Crime|Film-Noir|Thriller
1059,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
1060,"Great Escape, The (1963)",Adventure|War
1061,"Deer Hunter, The (1978)",Drama|War
1062,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1063,Groundhog Day (1993),Comedy|Romance
1064,Unforgiven (1992),Western
1065,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1066,Pump Up the Volume (1990),Drama
1067,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1068,Back to the Future (1985),Comedy|Sci-Fi
1069,Fried Green Tomatoes (1991),Drama
1070,Patton (1970),Drama|War
1071,Down by Law (1986),Comedy|Drama
1072,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
1073,Highlander (1986),Action|Adventure
1074,Cool Hand Luke (1967),Comedy|Drama
1075,Cyrano de Bergerac (1990),Action|Drama|Romance
1076,Young Frankenstein (1974),Comedy|Horror
1077,Night on Earth (1991),Comedy|Drama
1078,Raise the Red Lantern (1991),Drama
1079,"Great Dictator, The (1940)",Comedy
1080,Fantasia (1940),Animation|Children's|Musical
1081,High Noon (1952),Western
1082,"Big Sleep, The (1946)",Film-Noir|Mystery
1083,Heathers (1989),Comedy
1084,Somewhere in Time (1980),Drama|Romance
1085,Ben-Hur (1959),Action|Adventure|Drama
1086,This Is Spinal Tap (1984),Comedy|Drama|Musical
1087,Koyaanisqatsi (1983),Documentary|War
1088,Some Kind of Wonderful (1987),Drama|Romance
1089,Indiana Jones and the Last Crusade (1989),Action|Adventure
1090,Being There (1979),Comedy
1091,Gandhi (1982),Drama
1092,M*A*S*H (1970),Comedy|War
1093,"Unbearable Lightness of Being, The (1988)",Drama
1094,"Room with a View, A (1986)",Drama|Romance
1095,Real Genius (1985),Comedy
1096,Pink Floyd - The Wall (1982),Drama|Musical|War
1097,"Killing Fields, The (1984)",Drama|War
1098,My Life as a Dog (Mitt liv som hund) (1985),Drama
1099,Forbidden Planet (1956),Sci-Fi
1100,Field of Dreams (1989),Drama
1101,"Man Who Would Be King, The (1975)",Adventure
1102,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1103,"Paris, Texas (1984)",Drama
1104,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
1105,When Harry Met Sally... (1989),Comedy|Romance
1106,Hype! (1996),Documentary
1107,Santa with Muscles (1996),Comedy
1108,Female Perversions (1996),Drama
1109,Mad Dog Time (1996),Crime
1110,I'm Not Rappaport (1996),Comedy
1111,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
1112,"American Werewolf in London, An (1981)",Horror
1113,Amityville 1992: It's About Time (1992),Horror
1114,Amityville 3-D (1983),Horror
1115,Amityville: Dollhouse (1996),Horror
1116,Amityville: A New Generation (1993),Horror
1117,Amityville II: The Possession (1982),Horror
1118,"Amityville Horror, The (1979)",Horror
1119,"Amityville Curse, The (1990)",Horror
1120,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
1121,April Fool's Day (1986),Comedy|Horror
1122,Audrey Rose (1977),Horror
1123,"Believers, The (1987)",Horror|Thriller
1124,"Birds, The (1963)",Horror
1125,"Blob, The (1958)",Horror|Sci-Fi
1126,Blood Beach (1981),Action|Horror
1127,Body Parts (1991),Horror
1128,"Body Snatcher, The (1945)",Horror
1129,Bram Stoker's Dracula (1992),Horror|Romance
1130,Bride of Frankenstein (1935),Horror
1131,Burnt Offerings (1976),Horror
1132,Candyman (1992),Horror
1133,Cape Fear (1991),Thriller
1134,Cape Fear (1962),Film-Noir|Thriller
1135,Carrie (1976),Horror
1136,Cat People (1982),Horror
1137,"Nightmare on Elm Street, A (1984)",Horror
1138,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1139,Nosferatu a Venezia (1986),Horror
1140,"Omen, The (1976)",Horror
1141,Blood & Wine (1997),Drama
1142,Albino Alligator (1996),Crime|Thriller
1143,"Mirror Has Two Faces, The (1996)",Comedy|Romance
1144,Breaking the Waves (1996),Drama
1145,Nightwatch (1997),Horror|Thriller
1146,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
1147,Shine (1996),Drama|Romance
1148,Sling Blade (1996),Drama|Thriller
1149,Jingle All the Way (1996),Adventure|Children's|Comedy
1150,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1151,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1152,"Preacher's Wife, The (1996)",Drama
1153,Ridicule (1996),Drama
1154,"Crucible, The (1996)",Drama
1155,101 Dalmatians (1996),Children's|Comedy
1156,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
1157,Die Hard 2 (1990),Action|Thriller
1158,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
1159,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1160,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
1161,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
1162,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1163,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1164,Batman Returns (1992),Action|Adventure|Comedy|Crime
1165,Young Guns (1988),Action|Comedy|Western
1166,Young Guns II (1990),Action|Comedy|Western
1167,Grease (1978),Comedy|Musical|Romance
1168,Grease 2 (1982),Comedy|Musical|Romance
1169,Marked for Death (1990),Action|Drama
1170,Adrenalin: Fear the Rush (1996),Action|Sci-Fi
1171,"Substance of Fire, The (1996)",Drama
1172,Under Siege (1992),Action
1173,Jaws (1975),Action|Horror
1174,Jaws 2 (1978),Action|Horror
1175,Jaws 3-D (1983),Action|Horror
1176,My Fellow Americans (1996),Comedy
1177,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
1178,Citizen Ruth (1996),Comedy|Drama
1179,Jerry Maguire (1996),Drama|Romance
1180,Raising Arizona (1987),Comedy
1181,Tin Men (1987),Comedy|Drama
1182,Sneakers (1992),Crime|Drama|Sci-Fi
1183,Bastard Out of Carolina (1996),Drama
1184,In Love and War (1996),Romance|War
1185,Marvin's Room (1996),Drama
1186,Ghosts of Mississippi (1996),Drama
1187,Night Falls on Manhattan (1997),Crime|Drama
1188,Beavis and Butt-head Do America (1996),Animation|Comedy
1189,"Cérémonie, La (1995)",Drama
1190,Scream (1996),Horror|Thriller
1191,"Last of the Mohicans, The (1992)",Action|Romance|War
1192,Michael (1996),Comedy|Romance
1193,"Evening Star, The (1996)",Comedy|Drama
1194,Hamlet (1996),Drama
1195,Some Mother's Son (1996),Drama
1196,"Whole Wide World, The (1996)",Drama
1197,Mother (1996),Comedy
1198,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1199,Evita (1996),Drama|Musical
1200,"Portrait of a Lady, The (1996)",Drama
1201,Walkabout (1971),Drama
1202,Message to Love: The Isle of Wight Festival (1996),Documentary
1203,Grateful Dead (1995),Documentary
1204,Murder at 1600 (1997),Mystery|Thriller
1205,Hearts and Minds (1996),Drama
1206,Fierce Creatures (1997),Comedy
1207,Zeus and Roxanne (1997),Children's
1208,Turbulence (1997),Thriller
1209,Angel Baby (1995),Drama
1210,Jackie Chan's First Strike (1996),Action
1211,Beverly Hills Ninja (1997),Action|Comedy
1212,Metro (1997),Action
1213,"Machine, The (1994)",Comedy|Horror
1214,Falling in Love Again (1980),Comedy
1215,"Cement Garden, The (1993)",Drama
1216,Dante's Peak (1997),Action|Thriller
1217,Meet Wally Sparks (1997),Comedy
1218,Amos & Andrew (1993),Comedy
1219,Benny & Joon (1993),Comedy|Romance
1220,Prefontaine (1997),Drama
1221,Guantanamera (1994),Comedy
1222,McHale's Navy (1997),Comedy|War
