movie_id,code_level_0,code_level_1,code_level_2
1661,7,13,19
1662,7,13,19
1663,27,8,22
1664,25,15,19
1665,25,15,19
1666,7,13,12
1667,7,3,19
1668,7,3,22
1669,26,21,30
1670,26,1,30
1671,26,1,30
1672,8,8,3
1673,8,8,7
1674,1,25,20
1675,10,7,5
1676,8,1,12
1677,2,21,23
1678,27,23,3
1679,31,3,26
1680,31,22,20
1681,31,26,2
1682,10,9,10
1683,9,10,1
1684,9,25,1
1685,9,18,1
1686,24,7,23
1687,5,14,11
1688,6,25,30
1689,15,21,29
1690,19,23,3
1691,2,18,29
1692,6,3,25
1693,2,1,23
1694,15,1,29
1695,27,8,3
1696,8,18,19
1697,6,9,12
1698,0,21,29
1699,9,1,19
1700,9,18,25
1701,5,18,23
1702,19,21,26
1703,9,18,1
1704,9,18,1
1705,24,26,2
1706,24,22,24
1707,9,3,25
1708,28,16,6
1709,9,25,25
1710,1,25,20
1711,8,21,23
1712,24,11,14
1713,28,23,17
1714,24,7,21
1715,5,18,25
1716,8,3,19
1717,24,26,30
1718,24,26,17
1719,9,18,1
1720,9,10,20
1721,28,5,2
1722,8,18,25
1723,1,21,23
1724,1,21,23
1725,14,21,29
1726,30,18,22
1727,8,21,25
1728,19,13,12
1729,15,21,23
1730,15,18,29
1731,8,1,24
1732,29,12,22
1733,19,18,23
1734,15,3,1
1735,2,21,25
1736,2,21,25
1737,2,21,23
1738,2,21,25
1739,8,21,23
1740,8,1,25
1741,2,21,19
1742,2,3,13
1743,2,21,25
1744,1,1,12
1745,5,28,20
1746,30,3,10
1747,5,26,7
1748,5,26,4
1749,9,18,25
1750,24,7,25
1751,9,14,2
1752,5,14,22
1753,2,1,25
1754,11,18,30
1755,18,28,20
1756,5,10,10
1757,5,18,2
1758,24,0,21
1759,11,10,19
1760,28,21,22
1761,3,13,20
1762,9,18,25
1763,11,10,7
1764,30,8,4
1765,9,18,2
1766,13,7,11
1767,0,1,25
1768,18,29,10
1769,5,26,11
1770,1,1,23
1771,2,18,12
1772,10,23,7
1773,2,21,19
1774,27,8,22
1775,0,18,25
1776,8,21,25
1777,8,17,3
1778,8,18,12
1779,2,1,23
1780,27,8,3
1781,2,18,12
1782,10,9,2
1783,13,23,17
1784,6,18,21
1785,27,8,3
1786,7,3,3
1787,2,8,3
1788,27,8,21
1789,27,8,3
1790,5,18,25
1791,8,21,25
1792,15,3,23
1793,14,0,1
1794,8,21,25
1795,19,3,25
1796,15,18,29
1797,2,21,23
1798,2,21,12
1799,18,3,20
1800,8,21,1
1801,18,14,22
1802,8,21,12
1803,5,18,22
1804,5,29,17
1805,5,18,2
1806,24,21,23
1807,5,5,26
1808,5,22,22
1809,18,11,8
1810,8,18,12
1811,29,12,22
1812,15,21,25
1813,2,1,25
1814,8,18,23
1815,8,8,19
1816,8,1,23
1817,8,21,23
1818,9,18,2
1819,10,18,25
1820,15,21,22
1821,8,3,23
1822,26,21,1
1823,29,25,23
1824,7,3,7
1825,7,18,3
1826,27,8,22
1827,1,4,6
1828,28,3,1
1829,8,8,19
1830,2,21,23
1831,2,21,25
1832,15,3,23
1833,4,9,8
1834,15,18,29
1835,8,21,30
1836,8,9,21
1837,29,12,1
1838,10,7,9
1839,8,25,25
1840,15,21,23
1841,27,21,22
1842,8,17,3
1843,27,13,12
1844,27,13,29
1845,27,13,12
1846,27,13,20
1847,22,3,30
1848,27,3,1
1849,27,21,25
1850,27,3,29
1851,27,1,1
1852,27,1,25
1853,2,21,19
1854,24,18,27
1855,2,21,19
1856,8,21,19
1857,2,18,12
1858,10,13,21
1859,2,9,21
1860,8,21,23
1861,31,13,12
1862,2,21,25
1863,2,18,12
1864,2,18,12
1865,22,3,19
1866,27,1,29
1867,27,13,12
1868,8,21,12
1869,27,3,25
1870,2,21,19
1871,29,22,26
1872,27,13,12
1873,27,21,22
1874,27,21,22
1875,27,3,1
1876,0,18,22
1877,27,3,25
1878,27,13,12
1879,27,13,12
1880,2,18,23
1881,27,21,30
1882,2,18,12
1883,2,21,25
1884,2,18,19
1885,2,21,23
1886,26,21,23
1887,26,21,23
1888,2,21,12
1889,8,21,12
1890,2,21,23
1891,29,12,23
1892,0,21,30
1893,26,21,25
1894,8,21,25
1895,8,1,25
1896,29,12,23
1897,8,18,12
1898,2,21,1
1899,26,21,25
1900,31,26,21
1901,8,21,25
1902,7,21,22
1903,0,13,30
1904,0,18,23
1905,31,18,3
1906,8,18,12
1907,29,12,23
1908,27,3,29
1909,2,21,29
1910,18,22,1
1911,0,21,25
1912,27,0,19
1913,2,18,23
1914,2,21,12
1915,2,21,1
1916,2,21,23
1917,14,3,29
1918,3,13,20
1919,2,21,23
1920,14,1,0
1921,27,8,3
1922,19,24,3
1923,19,18,7
1924,26,21,23
1925,2,21,19
1926,2,21,12
1927,2,21,12
1928,8,21,12
1929,14,7,20
1930,14,8,8
1931,26,21,29
1932,26,21,1
1933,15,21,19
1934,29,21,2
1935,2,21,19
1936,5,18,2
1937,8,21,23
1938,8,21,12
1939,15,21,23
1940,27,13,12
1941,8,28,22
1942,8,21,23
1943,8,21,23
1944,2,25,21
1945,2,21,23
1946,2,21,23
1947,8,18,25
1948,6,13,21
1949,2,21,25
1950,19,0,17
1951,2,21,19
1952,2,21,23
1953,2,18,12
1954,27,8,3
1955,15,18,23
1956,8,21,1
1957,8,18,25
1958,22,21,22
1959,8,21,12
1960,3,2,31
1961,19,21,12
1962,26,1,25
1963,8,21,25
1964,22,21,25
1965,7,21,23
1966,7,13,19
1967,2,21,12
1968,19,3,22
1969,0,18,25
1970,2,18,23
1971,2,1,19
1972,14,25,30
1973,8,21,19
1974,2,3,23
1975,2,21,19
1976,27,8,25
1977,0,18,23
1978,29,21,2
1979,2,21,19
1980,8,21,29
1981,4,17,15
1982,2,18,12
1983,27,23,2
1984,31,25,30
1985,2,21,25
1986,8,17,3
1987,8,18,25
1988,2,21,19
1989,26,21,25
1990,14,25,22
1991,5,22,20
1992,5,22,22
1993,8,3,23
1994,2,21,19
1995,8,21,1
1996,2,21,25
1997,8,3,25
1998,2,21,1
1999,20,13,31
2000,20,13,31
2001,20,13,31
2002,10,10,26
2003,10,10,26
2004,10,7,18
2005,0,18,23
2006,4,9,14
2007,8,3,25
2008,8,3,19
2009,17,7,17
2010,26,21,1
2011,8,21,25
2012,31,25,25
2013,25,1,30
2014,8,21,25
2015,8,21,19
2016,8,18,29
2017,8,21,29
2018,8,3,25
2019,8,21,19
2020,9,18,2
2021,0,18,23
2022,2,21,19
2023,8,18,25
2024,15,18,23
2025,27,8,7
2026,8,3,25
2027,27,21,23
2028,26,18,12
2029,20,25,20
2030,24,4,21
2031,8,3,25
2032,0,1,23
2033,2,21,19
2034,2,21,19
2035,1,25,20
2036,30,3,10
2037,19,3,7
2038,18,0,30
2039,31,1,30
2040,18,10,10
2041,17,3,5
2042,17,11,20
2043,8,1,25
2044,8,23,3
2045,6,21,25
2046,6,13,23
2047,6,21,23
2048,6,21,25
2049,8,1,25
2050,17,7,26
2051,15,21,22
2052,8,21,19
2053,26,18,12
2054,8,18,12
2055,22,21,19
2056,2,18,12
2057,17,29,11
2058,4,9,14
2059,8,21,23
2060,0,18,29
2061,19,13,12
2062,29,12,25
2063,6,3,19
2064,7,21,26
2065,24,29,17
2066,24,29,17
2067,26,21,23
2068,2,21,23
2069,2,21,25
2070,2,21,25
2071,2,21,25
2072,8,18,23
2073,2,21,19
2074,2,21,25
2075,2,1,25
2076,2,1,23
2077,2,21,19
2078,15,3,1
2079,26,1,25
2080,2,21,23
2081,27,21,29
2082,26,21,23
2083,7,21,26
2084,1,25,30
2085,28,10,22
2086,7,18,3
2087,7,3,25
2088,2,1,23
2089,25,13,3
2090,25,13,3
2091,25,13,20
2092,31,22,20
2093,8,18,19
2094,7,3,25
2095,7,21,23
2096,7,3,25
2097,7,21,25
2098,8,21,23
2099,7,13,12
2100,7,13,12
2101,2,18,25
2102,19,18,12
2103,14,26,3
2104,0,21,19
2105,18,3,22
2106,18,25,22
2107,8,21,25
2108,8,18,12
2109,2,18,12
2110,14,0,31
2111,31,9,12
2112,4,7,20
2113,8,1,7
2114,22,3,22
2115,15,3,23
2116,0,18,22
2117,7,22,26
2118,0,21,23
2119,2,21,12
2120,8,9,25
2121,22,8,3
2122,14,13,21
2123,0,21,1
2124,8,21,29
2125,2,21,25
2126,19,13,12
2127,1,10,27
2128,0,21,25
2129,29,21,29
2130,8,1,12
2131,8,3,12
2132,8,3,23
2133,2,21,19
2134,0,21,25
2135,2,21,23
2136,26,3,23
2137,27,13,12
2138,29,12,23
2139,8,21,19
2140,8,21,12
2141,19,13,7
2142,2,21,23
2143,7,18,19
2144,7,21,19
2145,7,3,25
2146,7,3,3
2147,7,13,19
2148,8,18,29
2149,7,21,19
2150,2,18,12
2151,2,21,19
2152,2,1,25
2153,22,3,1
2154,6,13,25
2155,12,31,26
2156,19,21,22
2157,12,9,20
2158,3,3,31
2159,4,9,26
2160,4,23,30
2161,20,13,31
2162,20,31,11
2163,20,31,11
2164,31,25,30
2165,31,1,30
2166,2,1,25
2167,17,7,9
2168,19,21,25
2169,8,3,23
2170,22,9,7
2171,2,21,12
2172,8,17,1
2173,2,18,19
2174,8,21,23
2175,2,18,12
2176,7,3,19
2177,20,7,31
2178,27,8,22
2179,22,13,29
2180,8,21,23
2181,21,13,23
2182,21,13,23
2183,8,21,25
2184,2,21,19
2185,0,18,29
2186,5,14,12
2187,2,8,3
2188,27,13,12
2189,2,21,23
2190,19,3,1
2191,11,10,30
2192,8,21,1
2193,31,13,25
2194,15,21,25
2195,15,21,25
2196,12,3,3
2197,0,21,22
2198,2,21,25
2199,8,18,12
2200,2,1,23
2201,26,21,1
2202,2,21,19
2203,19,24,3
2204,0,21,22
2205,18,13,7
2206,19,3,23
2207,15,18,19
2208,8,17,31
2209,8,21,19
2210,29,12,23
2211,2,21,25
2212,8,21,12
2213,15,1,12
2214,26,21,23
2215,0,18,23
2216,8,18,29
2217,8,21,23
2218,12,3,3
2219,4,14,20
2220,27,18,19
2221,8,18,1
2222,2,18,12
2223,27,13,20
2224,2,1,19
2225,2,1,19
2226,2,21,25
2227,2,21,19
2228,12,25,31
2229,12,31,18
2230,4,1,1
2231,31,3,19
2232,20,7,23
2233,8,21,19
2234,15,21,23
2235,15,21,29
2236,8,25,20
2237,2,21,19
2238,31,3,7
2239,29,12,23
2240,2,1,24
2241,16,7,20
2242,0,21,22
2243,2,21,12
2244,8,17,1
2245,2,1,25
2246,7,11,22
2247,7,18,3
2248,7,21,3
2249,7,21,12
2250,7,18,3
2251,7,21,7
2252,2,21,25
2253,3,23,20
2254,3,4,17
2255,3,4,17
2256,16,7,11
2257,7,13,1
2258,7,13,1
2259,7,18,12
2260,7,18,12
2261,7,18,19
2262,7,18,12
2263,7,21,19
2264,7,21,19
2265,7,18,23
2266,7,18,19
2267,7,3,25
2268,7,21,19
2269,7,0,22
2270,31,22,26
2271,19,0,22
2272,8,1,24
2273,19,21,22
2274,31,6,3
2275,20,13,31
2276,19,23,3
2277,7,0,22
2278,31,6,3
2279,31,6,3
2280,19,21,22
2281,25,13,20
2282,19,13,12
2283,19,3,30
2284,0,18,22
2285,22,0,22
2286,2,3,1
2287,2,1,25
2288,29,12,23
2289,22,18,12
2290,19,18,12
2291,2,21,25
2292,15,3,29
2293,0,25,2
2294,2,21,19
2295,8,21,12
2296,2,21,12
2297,5,14,10
2298,22,21,22
2299,19,18,22
2300,8,21,19
2301,2,1,25
2302,31,11,30
2303,19,25,30
2304,8,21,25
2305,2,21,25
2306,8,21,12
2307,29,12,23
2308,12,22,3
2309,24,22,21
2310,4,10,29
2311,2,21,19
2312,15,21,29
2313,2,21,19
2314,8,3,25
2315,27,13,29
2316,29,0,29
2317,9,14,22
2318,7,18,19
2319,2,18,12
2320,2,21,19
2321,25,15,29
2322,2,21,25
2323,0,3,1
2324,8,8,3
2325,8,8,19
2326,8,18,12
2327,27,8,22
2328,28,20,11
2329,29,21,2
2330,12,18,30
2331,17,13,23
2332,0,21,29
2333,2,21,23
2334,19,24,21
2335,19,18,23
2336,2,1,23
2337,2,1,19
2338,2,21,19
2339,2,21,23
2340,2,1,25
2341,18,13,3
2342,2,21,23
2343,17,13,23
2344,8,3,23
2345,31,13,25
2346,26,21,23
2347,2,21,19
2348,7,18,19
2349,14,13,29
2350,2,21,1
2351,2,21,1
2352,2,18,12
2353,8,0,1
2354,8,21,23
2355,17,0,30
2356,2,21,25
2357,26,21,1
2358,8,18,12
2359,8,1,19
2360,27,13,12
2361,7,13,12
2362,2,18,29
2363,31,1,30
2364,2,18,19
2365,2,21,12
2366,8,3,25
2367,2,21,19
2368,5,14,21
2369,27,3,22
2370,14,1,29
2371,22,3,19
2372,26,21,23
2373,26,1,1
2374,8,21,23
2375,8,21,19
2376,19,18,25
2377,8,21,23
2378,2,21,19
2379,8,21,19
2380,2,21,25
2381,0,18,2
2382,2,21,19
2383,19,1,12
2384,2,21,19
2385,27,21,19
2386,8,21,23
2387,8,8,20
2388,7,18,25
2389,7,3,3
2390,7,3,25
2391,7,13,12
2392,7,18,23
2393,8,21,23
2394,7,3,3
2395,8,18,23
2396,7,3,25
2397,7,1,19
2398,8,21,12
2399,8,1,25
2400,8,8,3
2401,8,3,23
2402,8,18,23
2403,8,21,23
2404,8,3,19
2405,8,21,25
2406,8,21,25
2407,11,10,23
2408,15,3,1
2409,14,3,5
2410,27,13,12
2411,26,18,23
2412,0,18,23
2413,8,17,3
2414,20,13,31
2415,4,16,10
2416,8,18,23
2417,24,7,27
2418,14,3,29
2419,19,13,25
2420,7,13,12
2421,31,13,10
2422,31,1,13
2423,31,25,13
2424,31,25,13
2425,27,18,19
2426,2,18,12
2427,18,11,2
2428,19,18,22
2429,14,8,29
2430,27,23,11
2431,9,1,1
2432,26,21,23
2433,2,18,12
2434,2,21,25
2435,29,25,2
2436,0,18,23
2437,14,18,1
2438,8,18,12
2439,0,18,30
2440,2,21,23
2441,27,18,22
2442,27,18,22
2443,2,3,23
2444,0,1,25
2445,2,21,23
2446,24,7,26
2447,2,21,19
2448,2,21,1
2449,26,21,1
2450,22,3,25
2451,20,3,9
2452,2,21,19
2453,7,3,3
2454,7,18,3
2455,7,21,3
2456,27,3,29
2457,24,28,27
2458,26,21,23
2459,19,3,23
2460,8,18,23
2461,26,21,1
2462,2,21,19
2463,8,3,1
2464,8,3,12
2465,8,18,23
2466,2,21,19
2467,8,21,2
2468,7,21,3
2469,8,3,25
2470,14,14,20
2471,6,11,29
2472,15,21,29
2473,8,3,12
2474,15,21,7
2475,5,13,2
2476,2,21,1
2477,7,13,12
2478,17,9,20
2479,17,9,20
2480,14,25,22
2481,2,21,23
2482,8,18,19
2483,0,21,19
2484,15,3,19
2485,9,14,23
2486,0,18,1
2487,8,3,12
2488,2,3,19
2489,8,21,25
2490,6,13,21
2491,6,13,21
2492,15,18,23
2493,19,3,7
2494,8,1,23
2495,7,18,19
2496,13,7,11
2497,7,21,22
2498,7,21,26
2499,27,8,7
2500,27,8,7
2501,2,18,12
2502,17,9,2
2503,15,21,29
2504,8,21,23
2505,2,21,23
2506,2,21,23
2507,2,21,30
2508,8,3,12
2509,26,21,23
2510,8,3,23
2511,3,2,11
2512,27,3,23
2513,8,21,1
2514,15,21,23
2515,15,3,23
2516,19,18,7
2517,19,13,12
2518,8,18,23
2519,31,22,20
2520,2,21,19
2521,26,21,23
2522,15,21,19
2523,2,21,25
2524,2,18,12
2525,19,13,25
2526,2,21,19
2527,2,21,1
2528,2,21,23
2529,19,1,1
2530,0,21,29
2531,8,3,25
2532,8,21,19
2533,2,21,19
2534,22,3,1
2535,19,3,1
2536,29,25,12
2537,15,21,1
2538,15,3,1
2539,31,25,13
2540,19,18,25
2541,8,1,1
2542,31,9,19
2543,31,3,30
2544,31,3,25
2545,18,11,14
2546,31,3,7
2547,27,13,12
2548,9,14,7
2549,14,13,25
2550,2,21,25
2551,26,21,1
2552,0,18,23
2553,2,18,12
2554,2,21,23
2555,31,9,1
2556,2,21,25
2557,22,3,1
2558,4,14,20
2559,15,21,29
2560,6,25,3
2561,19,3,21
2562,2,21,19
2563,8,3,23
2564,27,8,3
2565,2,21,19
2566,2,8,3
2567,26,21,23
2568,0,18,23
2569,2,21,23
2570,19,13,12
2571,27,8,3
2572,27,1,29
2573,19,21,19
2574,18,16,26
2575,4,10,21
2576,28,1,27
2577,2,21,25
2578,31,3,10
2579,31,13,1
2580,31,21,19
2581,25,15,19
2582,31,3,29
2583,2,21,25
2584,7,21,19
2585,2,18,23
2586,8,18,23
2587,29,21,2
2588,23,13,3
2589,2,21,25
2590,19,13,12
2591,26,1,25
2592,0,18,22
2593,27,3,23
2594,2,21,19
2595,19,1,29
2596,27,13,29
2597,2,18,23
2598,2,21,23
2599,8,21,25
2600,8,0,29
2601,8,18,12
2602,27,13,12
2603,7,3,7
2604,7,21,7
2605,7,1,25
2606,2,3,25
2607,6,7,12
2608,7,18,3
2609,8,21,23
2610,7,0,22
2611,19,21,12
2612,7,18,12
2613,7,21,23
2614,8,3,12
2615,6,13,25
2616,26,21,23
2617,8,3,23
2618,19,23,3
2619,8,25,2
2620,5,14,19
2621,26,21,12
2622,18,23,24
2623,26,21,23
2624,2,21,19
2625,8,3,12
2626,8,21,25
2627,8,3,25
2628,8,21,25
2629,8,21,25
2630,27,11,22
2631,26,3,23
2632,0,21,23
2633,2,21,23
2634,8,21,1
2635,8,1,23
2636,2,21,12
2637,2,18,12
2638,8,3,25
2639,2,1,13
2640,11,21,30
2641,27,3,1
2642,27,3,30
2643,25,13,20
2644,26,21,23
2645,8,18,19
2646,6,18,21
2647,27,18,12
2648,27,21,19
2649,19,3,13
2650,26,21,23
2651,2,21,25
2652,2,21,12
2653,17,7,20
2654,2,18,23
2655,8,21,25
2656,15,21,25
2657,19,18,7
2658,27,13,12
2659,8,18,23
2660,19,13,12
2661,2,21,23
2662,2,21,23
2663,7,11,3
2664,14,25,3
2665,26,18,23
2666,8,21,29
2667,8,21,19
2668,8,18,25
2669,2,21,19
2670,2,21,23
2671,2,18,12
2672,2,18,12
2673,2,21,23
2674,15,3,29
2675,2,21,1
2676,8,18,12
2677,0,18,1
2678,2,21,25
2679,0,18,22
2680,2,21,25
2681,27,13,12
2682,27,13,30
2683,15,1,29
2684,17,7,22
2685,2,18,12
2686,15,21,19
2687,6,13,25
2688,29,12,23
2689,2,21,25
2690,2,3,25
2691,2,18,23
2692,2,21,25
2693,14,1,29
2694,5,26,2
2695,2,21,19
2696,2,21,19
2697,15,1,13
2698,2,21,23
2699,8,18,23
2700,19,18,23
2701,15,21,19
2702,26,21,23
2703,2,21,25
2704,2,3,25
2705,2,18,12
2706,26,21,23
2707,8,21,23
2708,8,18,23
2709,8,18,12
2710,2,1,19
2711,2,18,23
2712,31,9,19
2713,2,21,25
2714,10,18,30
2715,8,21,25
2716,2,21,25
2717,19,18,22
2718,2,18,13
2719,0,21,29
2720,2,18,23
2721,8,21,23
2722,22,3,25
2723,2,21,12
2724,19,13,25
2725,2,21,19
2726,2,18,12
2727,10,9,1
2728,2,21,19
2729,15,3,22
2730,26,25,22
2731,9,10,29
2732,2,21,19
2733,11,10,22
2734,2,21,25
2735,2,21,23
2736,26,21,1
2737,2,21,1
2738,6,13,23
2739,18,1,1
2740,2,18,1
2741,6,25,20
2742,2,18,12
2743,2,21,19
2744,2,21,25
2745,26,21,23
2746,17,3,21
2747,22,0,3
2748,8,21,23
2749,2,21,25
2750,2,21,25
2751,26,21,23
2752,2,21,25
2753,19,3,24
2754,2,21,19
2755,26,9,2
2756,2,21,12
2757,2,21,19
2758,19,3,24
2759,8,18,23
2760,17,6,30
2761,2,21,23
2762,2,21,25
2763,2,21,25
2764,31,1,19
2765,2,3,25
2766,0,3,19
2767,26,21,1
2768,2,21,19
2769,27,13,12
2770,27,13,29
2771,29,21,23
2772,18,14,22
2773,31,22,1
2774,8,18,23
2775,2,21,19
2776,5,14,17
2777,2,21,19
2778,2,1,23
2779,2,18,12
2780,2,21,25
2781,27,13,12
2782,2,21,25
2783,2,21,25
2784,2,1,23
2785,2,1,23
2786,0,18,23
2787,27,3,1
2788,8,21,25
2789,8,1,23
2790,27,13,12
2791,8,18,23
2792,8,3,12
2793,8,21,19
2794,8,21,23
2795,0,18,22
2796,2,18,19
2797,2,21,19
2798,8,18,23
2799,8,3,12
2800,27,13,12
2801,2,21,19
2802,2,1,25
2803,2,21,12
2804,8,21,23
2805,8,21,23
2806,26,21,1
2807,14,1,29
2808,14,12,5
2809,8,3,23
2810,15,21,25
2811,2,18,12
2812,29,12,23
2813,2,0,19
2814,8,1,25
2815,8,8,19
2816,31,24,1
2817,26,9,7
2818,14,3,25
2819,8,9,25
2820,4,25,5
2821,2,21,25
2822,2,3,1
2823,2,21,19
2824,27,8,2
2825,31,25,12
2826,18,22,2
2827,8,18,12
2828,19,1,1
2829,8,18,23
2830,31,25,30
2831,0,21,1
2832,6,3,24
2833,8,3,25
2834,5,4,2
2835,2,21,19
2836,19,18,22
2837,2,1,12
2838,2,18,19
2839,2,21,25
2840,26,18,12
2841,18,16,26
2842,8,18,25
2843,8,3,23
2844,19,13,12
2845,2,18,12
2846,8,3,12
2847,29,12,2
2848,26,21,25
2849,8,3,25
2850,31,13,25
2851,19,18,7
2852,8,21,12
2853,14,3,29
2854,26,21,1
2855,27,13,12
2856,2,21,19
2857,0,18,22
2858,8,21,1
2859,26,21,23
2860,8,23,3
2861,19,21,23
2862,2,1,25
2863,2,18,12
2864,2,21,25
2865,2,21,12
2866,2,21,12
2867,22,24,29
2868,2,21,12
2869,19,3,25
2870,19,13,25
2871,25,1,20
2872,8,18,23
2873,2,21,19
2874,29,12,23
2875,7,13,25
2876,1,13,25
2877,7,13,3
2878,2,21,23
2879,8,21,23
2880,2,21,19
2881,7,3,12
2882,19,23,11
2883,27,1,30
2884,15,21,1
2885,0,18,30
2886,2,21,25
2887,2,21,25
2888,8,18,12
2889,26,18,12
2890,26,21,23
2891,19,24,21
2892,19,3,7
2893,17,10,10
2894,19,13,13
2895,29,21,2
2896,22,21,25
2897,2,18,12
2898,18,10,1
2899,2,21,25
2900,19,23,11
2901,2,21,25
2902,31,25,10
2903,8,21,23
2904,2,21,25
2905,8,3,25
2906,8,21,23
2907,17,0,30
2908,18,7,17
2909,8,21,19
2910,8,21,25
2911,8,25,1
2912,0,21,29
2913,8,3,25
2914,9,14,19
2915,9,14,7
2916,9,18,2
2917,9,18,23
2918,11,10,22
2919,17,6,30
2920,2,1,1
2921,22,18,29
2922,6,21,23
2923,6,13,25
2924,10,7,13
2925,2,21,1
2926,22,3,25
2927,26,21,1
2928,18,1,1
2929,29,21,23
2930,2,1,25
2931,2,21,25
2932,18,23,20
2933,6,21,23
2934,8,18,23
2935,22,3,25
2936,8,1,12
2937,0,21,30
2938,2,21,23
2939,26,21,23
2940,2,21,1
2941,15,21,22
2942,19,18,7
2943,2,21,25
2944,24,22,21
2945,2,9,11
2946,6,13,23
2947,6,13,23
2948,6,21,29
2949,6,21,29
2950,19,18,23
2951,15,21,1
2952,2,3,25
2953,1,9,17
2954,28,10,21
2955,28,10,7
2956,18,18,30
2957,31,18,21
2958,6,17,11
2959,31,13,25
2960,27,21,25
2961,8,21,23
2962,2,18,29
2963,26,3,12
2964,2,21,19
2965,8,21,25
2966,26,21,23
2967,18,15,22
2968,15,3,23
2969,0,18,22
2970,2,1,1
2971,2,21,19
2972,2,21,23
2973,6,23,26
2974,8,21,12
2975,8,21,23
2976,14,6,3
2977,2,21,19
2978,8,1,19
2979,2,1,23
2980,2,1,25
2981,2,21,1
2982,6,3,9
2983,6,18,21
2984,8,25,25
2985,27,21,22
2986,15,21,19
2987,27,8,26
2988,26,21,1
2989,2,21,1
2990,4,15,31
2991,2,21,19
2992,8,18,23
2993,5,18,21
2994,27,3,23
2995,19,23,11
2996,19,3,7
2997,7,0,22
2998,18,14,11
2999,7,3,25
3000,8,21,25
3001,18,0,29
3002,18,18,2
3003,26,21,23
3004,2,3,19
3005,8,18,23
3006,2,21,25
3007,7,13,19
3008,26,21,23
3009,0,21,19
3010,2,21,19
3011,2,23,3
3012,26,21,23
3013,27,13,12
3014,26,21,25
3015,8,21,23
3016,19,3,7
3017,2,21,19
3018,22,3,25
3019,8,21,12
3020,15,3,1
3021,22,18,19
3022,2,3,23
3023,8,3,23
3024,0,18,23
3025,22,3,25
3026,18,16,10
3027,8,21,1
3028,26,18,23
3029,14,1,29
3030,0,3,25
3031,8,21,23
3032,26,21,23
3033,12,25,30
3034,15,21,23
3035,27,18,19
3036,29,12,25
3037,8,18,19
3038,2,1,25
3039,8,3,23
3040,7,22,26
3041,0,18,30
3042,26,21,23
3043,8,18,12
3044,19,18,19
3045,27,11,22
3046,26,21,23
3047,8,21,25
3048,19,3,13
3049,22,13,12
3050,2,18,12
3051,26,21,23
3052,19,3,22
3053,7,13,25
3054,27,3,29
3055,8,21,12
3056,22,21,1
3057,15,3,1
3058,14,25,1
3059,26,21,23
3060,27,3,22
3061,2,21,25
3062,26,21,23
3063,31,8,10
3064,9,1,1
3065,26,18,29
3066,26,21,23
3067,8,3,25
3068,2,18,19
3069,26,21,23
3070,2,18,29
3071,2,1,12
3072,7,0,22
3073,25,3,20
3074,25,3,29
3075,12,31,11
3076,2,21,12
3077,6,13,23
3078,2,21,22
3079,2,21,19
3080,2,21,12
3081,22,9,5
3082,18,9,10
3083,2,21,25
3084,7,3,25
3085,2,1,23
3086,8,21,25
3087,26,21,23
3088,24,23,27
3089,4,16,8
3090,2,18,19
3091,8,21,19
3092,8,18,12
3093,2,18,12
3094,8,3,19
3095,8,3,1
3096,19,13,12
3097,19,3,1
3098,2,1,1
3099,19,3,22
3100,8,21,12
3101,19,3,25
3102,5,22,3
3103,18,11,10
3104,8,18,23
3105,0,21,23
3106,11,10,22
3107,0,18,23
3108,8,21,23
3109,8,3,25
3110,8,1,12
3111,26,3,23
3112,8,21,23
3113,12,15,20
3114,31,3,19
3115,19,18,25
3116,8,21,12
3117,27,8,29
3118,6,1,12
3119,8,3,12
3120,8,18,23
3121,31,1,30
3122,27,13,29
3123,18,10,10
3124,2,21,23
3125,2,1,25
3126,4,24,5
3127,31,25,7
3128,26,18,12
3129,2,21,19
3130,19,13,12
3131,6,21,13
3132,19,21,7
3133,2,18,19
3134,8,21,12
3135,7,0,22
3136,2,21,19
3137,7,13,19
3138,19,21,19
3139,6,25,25
3140,2,18,23
3141,2,21,1
3142,19,21,22
3143,27,0,22
3144,21,13,2
3145,21,21,23
3146,21,13,2
3147,21,18,2
3148,21,13,0
3149,21,13,0
3150,21,13,0
3151,8,9,10
3152,15,21,29
3153,8,21,23
3154,19,13,12
3155,8,21,12
3156,24,9,2
3157,24,9,10
3158,24,9,9
3159,19,13,12
3160,2,8,3
3161,19,18,3
3162,2,1,25
3163,19,21,25
3164,19,3,25
3165,19,18,7
3166,19,21,7
3167,2,1,23
3168,15,21,25
3169,29,12,23
3170,27,13,29
3171,8,21,23
3172,8,21,23
3173,8,21,23
3174,8,21,25
3175,8,8,3
3176,8,8,3
3177,8,8,19
3178,8,8,19
3179,8,8,30
3180,12,9,20
3181,10,23,11
3182,4,11,14
3183,2,23,3
3184,2,0,29
3185,4,16,9
3186,20,7,31
3187,4,9,26
3188,20,30,21
3189,27,21,19
3190,2,21,23
3191,25,15,19
3192,7,18,12
3193,31,22,20
3194,2,21,25
3195,8,3,12
3196,2,21,25
3197,2,21,25
3198,8,3,23
3199,31,3,19
3200,31,24,3
3201,19,13,12
3202,0,18,23
3203,2,1,19
3204,8,21,25
3205,2,18,12
3206,2,18,12
3207,24,27,2
3208,14,3,22
3209,8,8,3
3210,27,21,29
3211,31,7,12
3212,2,21,19
3213,22,3,23
